Orbit,Sub-Solar Lat,Observation,Day of Year,Sequence,MET,Start UTC,End UTC,Sequence ID,Filters,Nonzero Exp Images,Zero Exp Images,Compression,Observation,Brief Description,Detailed Description,Predict Plot,Predict Plot,Predict Plot
18456 km,67.8,OPNAVBP_108,2000-028,00024,0124475140-0124475169,2000-028T13:08:35,2000-028T13:09:04,"29,8,9",0,8,0,lossless,OPNAVBP_108,"8 images (5 exposed for Eros, 3 for stars)",opnav.txt,opnavbp_108.gif,,
,,OPNAVBP_109,2000-029,00024,0124536340-0124536369,2000-029T06:08:35,2000-029T06:09:04,"29,8,9",0,8,0,lossless,OPNAVBP_109,"8 images (5 exposed for Eros, 3 for stars)",opnav.txt,opnavbp_109.gif,,
,,MSI_MSLtCv4,2000-029,00024,0124543925-0124562659,2000-029T08:15:00,2000-029T13:27:14,25,"0,1,2,3,4,5,6,7",98,0,lossless,MSI_MSLtCv4,8 filters every 30 deg for 1 rotation (Eros = 21 short pix),approachmovies.txt,msi_msltcv4.gif,,
,,OPNAVBP_110,2000-030,00024,0124649740-0124649769,2000-030T13:38:35,2000-030T13:39:04,"29,8,9",0,8,0,lossless,OPNAVBP_110,"8 images (5 exposed for Eros, 3 for stars)",opnav.txt,opnavbp_110.gif,,
,,OPNAVBP_111,2000-031,00024,0124741840-0124741869,2000-031T15:13:35,2000-031T15:14:04,"29,8,9",0,8,0,lossless,OPNAVBP_111,"8 images (5 exposed for Eros, 3 for stars)",opnav.txt,opnavbp_111.gif,,
,,MSI_MirrorPlaneSup,2000-031,00031,0124772043-0124773039,2000-031T23:36:58,2000-031T23:53:34,18,4,76,0,table5,MSI_MirrorPlaneSup,Take images every 12 seconds when Eros in FOV,mirrorplane.txt,msi_mirrorplanesup.gif,nis_mirrorplane_nar.gif,
,,OPNAVBP_112,2000-032,00031,0124795540-0124795569,2000-032T06:08:35,2000-032T06:09:04,"29,8,9",0,8,0,lossless,OPNAVBP_112,"8 images (4 exposed for Eros, 4 for stars); all filter 4",opnav.txt,opnavbp_112.gif,,
,,MSI_MirrorGeomSup1,2000-032,00031,0124797455-0124799471,2000-032T06:40:30,2000-032T07:14:06,18,4,37,0,table5,MSI_MirrorGeomSup1,Take images every 12 seconds when Eros in FOV,mirrorgeom.txt,msi_mirrorgeomsup1a.gif,msi_mirrorgeomsup1b.gif,nis_mirrorgeom.gif
,,OPNAVBP_113,2000-034,00033,0124982735-0124982764,2000-034T10:08:29,2000-034T10:08:58,"29,8,9","0,4",8,0,lossless,OPNAVBP_113,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_113.gif,,
,,OPNAVBP_114,2000-034,00033,0125011535-0125011564,2000-034T18:08:29,2000-034T18:08:58,"29,8,9","0,4",8,0,lossless,OPNAVBP_114,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_114.gif,,
8083 km,64.3,OPNAVBP_115,2000-034,00033,0125022335-0125022364,2000-034T21:08:29,2000-034T21:08:58,"29,8,9","0,4",8,0,lossless,OPNAVBP_115,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_115.gif, ,
,,OPNAVBP_116,2000-035,00033,0125039735-0125039764,2000-035T01:58:29,2000-035T01:58:58,"29,8,9","0,4",8,0,lossless,OPNAVBP_116,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_116.gif,,
,,MSI_NAVMovie,2000-035,00033,0125056325-0125075950,2000-035T06:34:59,2000-035T12:02:04,18,4,26,0,table5,MSI_NAVMovie,1 image every 15 deg for 1.1 rotations (Eros = 48 short pixels),approachmovies.txt,msi_navmovie.gif,,
,,OPNAVBP_117,2000-035,00035,0125104835-0125104864,2000-035T20:03:29,2000-035T20:03:58,"29,8,9","0,4",8,0,lossless,OPNAVBP_117,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_117.gif,,
,,OPNAVBP_118,2000-036,00035,0125119535-0125119564,2000-036T00:08:29,2000-036T00:08:58,"29,8,9","0,4",8,0,lossless,OPNAVBP_118,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_118.gif,,
,,MSI_MirrorGeomSup2,2000-036,00035,0125123255-0125130893,2000-036T01:10:29,2000-036T03:17:47,18,4,35,0,table5,MSI_MirrorGeomSup2,Take images every 12 seconds when Eros in FOV,mirrorgeom.txt,msi_mirrorgeomsup2a.gif,msi_mirrorgeomsup2b.gif,nis_mirrorgeom.gif
,,OPNAVBP_119,2000-036,00035,0125137235-0125137264,2000-036T05:03:29,2000-036T05:03:58,"29,8,9","0,4",8,0,lossless,OPNAVBP_119,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_119.gif,,
,,OPNAVBP_120,2000-036,00035,0125161235-0125161264,2000-036T11:43:29,2000-036T11:43:58,"29,8,9","0,4",8,0,lossless,OPNAVBP_120,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_120.gif,,
,,OPNAVBP_121,2000-036,00035,0125184335-0125184364,2000-036T18:08:29,2000-036T18:08:58,"29,8,9","0,4",8,0,lossless,OPNAVBP_121,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_121.gif,,
,,OPNAVBP_122,2000-037,00035,0125209535-0125209564,2000-037T01:08:29,2000-037T01:08:58,"29,8,9","0,4",8,0,lossless,OPNAVBP_122,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_122.gif,,
6563 km,63.1,MSI_Movie6,2000-037,00035,0125212625-0125232879,2000-037T01:59:59,2000-037T07:37:33,18,4,780,0,table5,MSI_Movie6,1 image every 1/2 deg for 1.1 rotations (Eros= 57 short pixels),approachmovies.txt,msi_movie6.gif,,
,,MSI_MSLtCv6,2000-037,00035,0125236145-0125256147,2000-037T08:31:59,2000-037T14:05:21,25,"0,1,2,3,4,5,6,7",612,0,lossless,MSI_MSLtCv6,8 filters every 5 deg for 1.1 rotations (Eros=58 short pixels),approachmovies.txt,msi_msltcv6.gif,,
,,OPNAVBP_123,2000-037,00035,0125270135-0125270164,2000-037T17:58:29,2000-037T17:58:58,"29,8,9","0,4",8,0,lossless,OPNAVBP_123,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_123.gif,,
,,OPNAVBP_126,2000-038,00038,0125312200-0125312229,2000-038T05:39:34,2000-038T05:40:03,"29,8,9","0,4",8,0,lossless,OPNAVBP_126,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_126.gif,,
,,MSI_CanCal5,2000-038,00038,0125314025-0125315698,2000-038T06:09:59,2000-038T06:37:52,"2,3,4,5,6,11,12,23","0,1,2,3,4,5,6,7",128,0,lossless,MSI_CanCal5,16 images slewing across 2x2 pixels,canopuscals.txt,msi_cancal5.gif,,
,,OPNAVBP_127,2000-038,00038,0125324200-0125324229,2000-038T08:59:34,2000-038T09:00:03,"29,8,9","0,4",8,0,lossless,OPNAVBP_127,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_127.gif,,
,,OPNAVBP_128,2000-038,00038,0125342200-0125342229,2000-038T13:59:34,2000-038T14:00:03,"29,8,9","0,4",8,0,lossless,OPNAVBP_128,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_128.gif,,
,,OPNAVBP_129,2000-039,00038,0125389000-0125389029,2000-039T02:59:34,2000-039T03:00:03,"29,8,9","0,4",8,0,lossless,OPNAVBP_129,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_129.gif,,
,,OPNAVBP_130,2000-039,00038,0125432740-0125432769,2000-039T15:08:34,2000-039T15:09:03,"29,8,9","0,4",8,0,lossless,OPNAVBP_130,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_130.gif,,
,,OPNAVBP_131,2000-039,00038,0125460640-0125460669,2000-039T22:53:34,2000-039T22:54:03,"29,8,9","0,4",8,0,lossless,OPNAVBP_131,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_131.gif,,
4473 km,61.5,OPNAVBP_132,2000-040,00038,0125472340-0125472369,2000-040T02:08:34,2000-040T02:09:03,"29,8,9","0,4",8,0,lossless,OPNAVBP_132,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_132.gif,,
,,OPNAVBP_133,2000-040,00038,0125491840-0125491869,2000-040T07:33:34,2000-040T07:34:03,"29,8,9","0,4",8,0,lossless,OPNAVBP_133,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_133.gif,,
,,MSI_MSLtCv7,2000-040,00038,0125494925-0125513659,2000-040T08:24:59,2000-040T13:37:13,25,"0,1,2,3,4,5,6,7",104,0,lossless,MSI_MSLtCv7,8 filters every 30 deg for 1.1 rotations  (Eros=89 short pixels),approachmovies.txt,msi_msltcv7.gif,,
,,OPNAVBP_134,2000-040,00038,0125518600-0125518629,2000-040T14:59:34,2000-040T15:00:03,"29,8,9","0,4",8,0,lossless,OPNAVBP_134,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_134.gif,,
,,OPNAVBP_135,2000-040,00038,0125538220-0125538249,2000-040T20:26:34,2000-040T20:27:03,"29,8,9","0,4",8,0,lossless,OPNAVBP_135,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_135.gif,,
,,MSI_SatSearchD,2000-041,00038,0125557325-0125579033,2000-041T01:44:59,2000-041T07:46:47,"7,26",0,416,0,lossless,MSI_SatSearchD,"13x8 mosaic centered on Eros, 4 images at each position",satsearches.txt,msi_satsearchd.gif,,
,,OPNAVBP_136,2000-041,00038,0125582020-0125582049,2000-041T08:36:34,2000-041T08:37:03,"29,8,9","0,4",8,0,lossless,OPNAVBP_136,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_136.gif,,
,,MSI_Movie7,2000-041,00038,0125584025-0125604279,2000-041T09:09:59,2000-041T14:47:33,18,4,780,0,table5,MSI_Movie7,1 image every 1/2 deg for 1.1 rotations (Eros= 112 pixels),approachmovies.txt,msi_movie7.gif,,
,,OPNAV_137,2000-041,00038,0125606800-0125606829,2000-041T15:29:34,2000-041T15:30:03,"29,8,9","0,4",8,0,lossless,OPNAV_137,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_137.gif,,
,,OPNAV_138,2000-042,00038,0125640940-0125640969,2000-042T00:58:34,2000-042T00:59:03,"29,8,9","0,4",8,0,lossless,OPNAV_138,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_138.gif,,
2740 km,60.4,MSI_GM_1,2000-042,00038,0125647625-0125667879,2000-042T02:49:59,2000-042T08:27:33,18,4,780,0,table5,MSI_GM_1,1 image every 1/2 deg for 1.1 rotations (Eros=139 short pixels),approachmovies.txt,msi_gm_1.gif,,
,,MSI_MSLtCv8,2000-042,00038,0125668045-0125686779,2000-042T08:30:19,2000-042T13:42:33,25,"0,1,2,3,4,5,6,7",104,0,lossless,MSI_MSLtCv8,8 filters every 30 deg for 1.1 rotations  (Eros=short pixels),approachmovies.txt,msi_msltcv8.gif,,
,,OPNAVBP_139,2000-042,00038,0125693140-0125693169,2000-042T15:28:34,2000-042T15:29:03,"29,8,9","0,4",8,0,lossless,OPNAVBP_139,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_139.gif,,
,,OPNAVBP_140,2000-042,00038,0125720140-0125720169,2000-042T22:58:34,2000-042T22:59:03,"29,8,9","0,4",8,0,lossless,OPNAVBP_140,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opnavbp_140.gif,,
,,MSI_StarCal1,2000-043,00038,0125725505-0125725509,2000-043T00:27:59,2000-043T00:28:03,29,4,3,0,lossless,MSI_StarCal1,point 180 deg off-nadir for temp vs pointing ,,msi_starcal1.gif,,
,,MSI_MSRot_1a,2000-043,00038,0125726525-0125746779,2000-043T00:44:59,2000-043T06:22:33,18,4,780,0,table5,MSI_MSRot_1a,1 image every 1/2 deg for 1.1 rotations (Eros= 192-209 short pixels),approachmovies.txt,msi_msrot_1a.gif,,
,,MSI_MSRot_1b,2000-043,00038,0125746865-0125766481,2000-043T06:23:59,2000-043T11:50:55,1,"1,2,3,4,5,6,7",210,0,lossless,MSI_MSRot_1b,7 filters every 12 .8 deg for 1.1 rotations (Eros=201-237 short pixels),approachmovies.txt,msi_msrot_1b.gif,,
OIM,,OPBP_141,2000-044,00045,0125829640-0125829669,2000-044T05:23:34,2000-044T05:24:03,"29,8,9","0,4",8,0,lossless,OPBP_141,"8 images (4 exposed for Eros in filter4, 4 for stars in filter 0)",opnav.txt,opbp_141.gif,,
321x366,58.5,OPK_OIM1_3x4,2000-045,00045,0125956715-0125957397,2000-045T16:41:29,2000-045T16:52:51,27,4,12,0,table5,OPK_OIM1_3x4,3x4 mosaic,opnav.txt,opk_oim1_3x4.gif,,
,,OPK_OIM2_3x4,2000-045,00045,0125971115-0125971797,2000-045T20:41:29,2000-045T20:52:51,27,4,12,0,table5,OPK_OIM2_3x4,3x4 mosaic,opnav.txt,opk_oim2_3x4.gif,,
,,OPH_3,2000-046,00045,0125990135-0125990683,2000-046T01:58:29,2000-046T02:07:37,27,4,9,0,table5,OPH_3,3x3 mosaic,opnav.txt,oph_3.gif,,
,,OPH_4,2000-046,00045,0126012935-0126013483,2000-046T08:18:29,2000-046T08:27:37,27,4,9,0,table5,OPH_4,3x3 mosaic,opnav.txt,oph_4.gif,,
,,DailyGlobal 46,2000-046,00045,0126023225-0126024155,2000-046T11:09:59,2000-046T11:25:29,18,4,16,0,table5,DailyGlobal 46,4x4 mosaic,,dailyglobal_46.gif,,
,,OPH_5,2000-046,00045,0126035735-0126036283,2000-046T14:38:29,2000-046T14:47:37,27,4,9,0,table5,OPH_5,3x3 mosaic,opnav.txt,oph_5.gif,,
,,OPH_6,2000-046,00045,0126063035-0126063583,2000-046T22:13:29,2000-046T22:22:37,27,4,9,0,table5,OPH_6,3x3 mosaic,opnav.txt,oph_6.gif,,
,,DailyGlobal 47,2000-047,00045,0126077225-0126078155,2000-047T02:09:59,2000-047T02:25:29,18,4,16,0,table5,DailyGlobal 47,4x4 mosaic,,dailyglobal_47.gif,,
,,OPH_7,2000-047,00045,0126089735-0126090283,2000-047T05:38:29,2000-047T05:47:37,27,4,9,0,table5,OPH_7,3x3 mosaic,opnav.txt,oph_7.gif,,
,,GM_3x3,2000-047,00045,0126103325-0126124361,2000-047T09:24:59,2000-047T15:15:35,18,4,243,0,table5,GM_3x3,3x3 mosaics every 15 deg for 1.2 rotation,globalmovies.txt,gm_3x3_mosaic1.gif,gm_3x3_mosaic27.gif,
342 km,57.1,OPH_9,2000-048,00048,0126201335-0126201883,2000-048T12:38:29,2000-048T12:47:37,27,4,9,0,table5,OPH_9,3x3 mosaic,opnav.txt,oph_9.gif,,
,,DailyGlobal_48,2000-048,00048,0126205025-0126205955,2000-048T13:39:59,2000-048T13:55:29,18,4,16,0,table5,DailyGlobal_48,4x4 mosaic,,dailyglobal_48.gif,,
,,OPH_10,2000-048,00048,0126211235-0126211783,2000-048T15:23:29,2000-048T15:32:37,27,4,9,0,table5,OPH_10,3x3 mosaic,opnav.txt,oph_10.gif,,
,,OPH_11,2000-048,00048,0126240335-0126240883,2000-048T23:28:29,2000-048T23:37:37,27,4,9,0,table5,OPH_11,3x3 mosaic,opnav.txt,oph_11.gif,,
,,DailyGlobal_49,2000-049,00048,0126250025-0126250955,2000-049T02:09:59,2000-049T02:25:29,18,4,16,0,table5,DailyGlobal_49,4x4 mosaic,,dailyglobal_49.gif,,
,,OPH_12,2000-049,00048,0126267935-0126268483,2000-049T07:08:29,2000-049T07:17:37,27,4,9,0,table5,OPH_12,3x3 mosaic,opnav.txt,oph_12.gif,,
,,OPH_13,2000-049,00048,0126285935-0126286483,2000-049T12:08:29,2000-049T12:17:37,27,4,9,0,table5,OPH_13,3x3 mosaic,opnav.txt,oph_13.gif,,
,,OPH_14,2000-049,00048,0126295835-0126296383,2000-049T14:53:29,2000-049T15:02:37,27,4,9,0,table5,OPH_14,3x3 mosaic,opnav.txt,oph_14.gif,,
,,OPH_15,2000-049,00048,0126315935-0126316483,2000-049T20:28:29,2000-049T20:37:37,27,4,9,0,table5,OPH_15,3x3 mosaic,opnav.txt,oph_15.gif,,
,,DailyGlobal_50,2000-050,00048,0126343626-0126344556,2000-050T04:10:00,2000-050T04:25:30,18,4,16,0,table5,DailyGlobal_50,4x4 mosaic,,dailyglobal_50.gif,,
354 km,56.0,MSI_GM_2,2000-050,00048,0126360726-0126381232,2000-050T08:55:00,2000-050T14:36:46,"18,14",4,234,234,table5,MSI_GM_2,2x3 mosaic every 10 deg for 1.1 rotations,globalmovies.txt,msi_gm_2.gif,,
,,OPH_16,2000-050,00048,0126405036-0126405584,2000-050T21:13:30,2000-050T21:22:38,27,4,9,0,table5,OPH_16,3x3 mosaic,opnav.txt,oph_16.gif,,
,,OPH_17,2000-051,00048,0126433536-0126434084,2000-051T05:08:30,2000-051T05:17:38,27,4,9,0,table5,OPH_17,3x3 mosaic,opnav.txt,oph_17.gif,,
,,OPH_18,2000-051,00048,0126447936-0126448484,2000-051T09:08:30,2000-051T09:17:38,27,4,9,0,table5,OPH_18,3x3 mosaic,opnav.txt,oph_18.gif,,
,,DailyGlobal_51,2000-051,00048,0126462426-0126463356,2000-051T13:10:00,2000-051T13:25:30,18,4,16,0,table5,DailyGlobal_51,4x4 mosaic,,dailyglobal_51.gif,,
,,OPH_19,2000-051,00048,0126467736-0126468284,2000-051T14:38:30,2000-051T14:47:38,27,4,9,0,table5,OPH_19,3x3 mosaic,opnav.txt,oph_19.gif,,
,,OPH_20,2000-051,00048,0126487836-0126488384,2000-051T20:13:30,2000-051T20:22:38,27,4,9,0,table5,OPH_20,3x3 mosaic,opnav.txt,oph_20.gif,,
,,OPH_21,2000-052,00048,0126512736-0126513284,2000-052T03:08:30,2000-052T03:17:38,27,4,9,0,table5,OPH_21,3x3 mosaic,opnav.txt,oph_21.gif,,
,,MSI_GM_3,2000-052,00048,0126518226-0126538730,2000-052T04:40:00,2000-052T10:21:44,18,4,234,0,table5,MSI_GM_3,2x3 mosaic every 10 deg for 1.1 rotations,globalmovies.txt,msi_gm_3.gif,,
,,OPH_22,2000-052,00048,0126540336-0126540884,2000-052T10:48:30,2000-052T10:57:38,27,4,9,0,table5,OPH_22,3x3 mosaic,opnav.txt,oph_22.gif,,
364 km,55.0,DailyGlobal_52,2000-052,00048,0126545226-0126546156,2000-052T12:10:00,2000-052T12:25:30,18,4,16,0,table5,DailyGlobal_52,4x4 mosaic,,dailyglobal_52.gif,,
,,OPH_23,2000-052,00048,0126564036-0126564584,2000-052T17:23:30,2000-052T17:32:38,27,4,9,0,table5,OPH_23,3x3 mosaic,opnav.txt,oph_23.gif,,
,,OPN_53a_KF,2000-053,00052,0126588648-0126589133,2000-053T00:13:42,2000-053T00:21:47,27,4,6,0,table5,OPN_53a_KF,2x3 mosaic,opnav.txt,opn_53a_kf.gif,,
,,OPN_53b_KF,2000-053,00052,0126606648-0126607133,2000-053T05:13:42,2000-053T05:21:47,27,4,6,0,table5,OPN_53b_KF,2x3 mosaic,opnav.txt,opn_53b_kf.gif,,
,,OPN_53c_KF,2000-053,00052,0126630048-0126630533,2000-053T11:43:42,2000-053T11:51:47,27,4,6,0,table5,OPN_53c_KF,2x3 mosaic,opnav.txt,opn_53c_kf.gif,,
,,OPN_53d_KL,2000-053,00052,0126648036-0126648718,2000-053T16:43:30,2000-053T16:54:52,27,4,12,0,table5,OPN_53d_KL,3x4 mosaic,opnav.txt,opn_53d_kl.gif,,
,,DailyGlobal_53,2000-053,00052,0126664026-0126664956,2000-053T21:10:00,2000-053T21:25:30,18,4,16,0,table5,DailyGlobal_53,4x4 mosaic,,dailyglobal_53.gif,,
,,OPN_53e_KF,2000-053,00052,0126669948-0126670433,2000-053T22:48:42,2000-053T22:56:47,27,4,6,0,table5,OPN_53e_KF,2x3 mosaic,opnav.txt,opn_53e_kf.gif,,
,,MSI_StarCal_053,2000-053,00052,0126673206-0126673212,2000-053T23:43:00,2000-053T23:43:06,29,0,4,0,lossless,MSI_StarCal_053,point 180 deg off-nadir for temp vs pointing ,,,,
,,DailyGlobal_54,2000-054,00052,0126678426-0126679356,2000-054T01:10:00,2000-054T01:25:30,18,4,16,0,table5,DailyGlobal_54,4x4 mosaic,,dailyglobal_54.gif,,
366 km,54.2,OPN_54a_KF,2000-054,00052,0126690048-0126690533,2000-054T04:23:42,2000-054T04:31:47,27,4,6,0,table5,OPN_54a_KF,2x3 mosaic,opnav.txt,opn_54a_kf.gif,,
,,OPN_54b_KF,2000-054,00052,0126696948-0126697433,2000-054T06:18:42,2000-054T06:26:47,27,4,6,0,table5,OPN_54b_KF,2x3 mosaic,opnav.txt,opn_54b_kf.gif,,
,,MSI_GM_4,2000-054,00052,0126708126-0126727046,2000-054T09:25:00,2000-054T14:40:20,18,4,216,0,table5,MSI_GM_4,2x3 mosaic every 10 deg for 1.1 rotations,globalmovies.txt,msi_gm_4.gif,,
,,OPN_54c_KF,2000-054,00052,0126749748-0126750233,2000-054T20:58:42,2000-054T21:06:47,27,4,6,0,table5,OPN_54c_KF,2x3 mosaic,opnav.txt,opn_54c_kf.gif,,
,,MSI_Starcal_054,2000-054,00052,0126756006-0126756012,2000-054T22:43:00,2000-054T22:43:06,29,0,4,0,lossless,MSI_Starcal_054,point 180 deg off-nadir for temp vs pointing ,,,,
,,OPN_55a_KF,2000-055,00052,0126780948-0126781433,2000-055T05:38:42,2000-055T05:46:47,27,4,6,0,table5,OPN_55a_KF,2x3 mosaic,opnav.txt,opn_55a_kf.gif,,
,,DailyGlobal_55,2000-055,00052,0126790926-0126791856,2000-055T08:25:00,2000-055T08:40:30,18,4,16,0,table5,DailyGlobal_55,4x4 mosaic,,dailyglobal_55.gif,,
,,MSI_Starcal_055,2000-055,00052,0126797406-0126797412,2000-055T10:13:00,2000-055T10:13:06,29,0,4,0,lossless,MSI_Starcal_055,point 180 deg off-nadir for temp vs pointing ,,,,
OCM-1,,OPN_55b_KF,2000-055,00052,0126802848-0126803333,2000-055T11:43:42,2000-055T11:51:47,27,4,6,0,table5,OPN_55b_KF,2x3 mosaic,opnav.txt,opn_55b_kf.gif,,
365x204,53.4,OPN_55c_KL,2000-055,00052,0126826236-0126826918,2000-055T18:13:30,2000-055T18:24:52,27,4,12,0,table5,OPN_55c_KL,3x4 mosaic,opnav.txt,opn_55c_kl.gif,,
,,OPN_55d_KL,2000-055,00052,0126837036-0126837718,2000-055T21:13:30,2000-055T21:24:52,27,4,12,0,table5,OPN_55d_KL,3x4 mosaic,opnav.txt,opn_55d_kl.gif,,
,,MSI_Starcal_056,2000-056,00052,0126862206-0126862212,2000-056T04:13:00,2000-056T04:13:06,29,0,4,0,lossless,MSI_Starcal_056,point 180 deg off-nadir for temp vs pointing ,,,,
,,DailyGlobal_56,2000-056,00052,0126865626-0126866556,2000-056T05:10:00,2000-056T05:25:30,18,4,16,0,table5,DailyGlobal_56,4x4 mosaic,,dailyglobal_56.gif,,
,,OPN_56b_KF,2000-056,00052,0126873948-0126874433,2000-056T07:28:42,2000-056T07:36:47,27,4,6,0,table5,OPN_56b_KF,2x3 mosaic,opnav.txt,opn_56b_kf.gif,,
,,MSI_MSRot_3,2000-056,00052,0126880026-0126898054,2000-056T09:10:00,2000-056T14:10:28,"22,21","1,2,3,4,5,6,7",196,224,none,MSI_MSRot_3,2x2 mosaic every 56 deg for .9 rotations,globalmovies.txt,msi_msrot_3.gif,,
,,AnomalyTestImage,2000-058,00052,0127098726-0127098726,2000-058T21:55:00,2000-058T21:55:00,,4,1,0,lossless,AnomalyTestImage,Test image relating to anomaly - sent via real-time-command,,,,
,,OPN_059a_KF,2000-059,00059,0127107648-0127108133,2000-059T00:23:42,2000-059T00:31:47,27,4,6,0,table5,OPN_059a_KF,2x3 mosaic,opnav.txt,opn_059a_kf.gif,,
,,OPN_059b_KF,2000-059,00059,0127128348-0127128833,2000-059T06:08:42,2000-059T06:16:47,27,4,6,0,table5,OPN_059b_KF,2x3 mosaic,opnav.txt,opn_059b_kf.gif,,
,,MSI_StarCal_059,2000-059,00059,0127141206-0127141212,2000-059T09:43:00,2000-059T09:43:06,29,0,4,0,lossless,MSI_StarCal_059,point 180 deg off-nadir for temp vs pointing ,,,,
,,DailyGlobal_059,2000-059,00059,0127143726-0127144656,2000-059T10:25:00,2000-059T10:40:30,18,4,16,0,table5,DailyGlobal_059,4x4 mosaic,,dailyglobal_059.gif,,
312 km,51.5,OPN_059c_KF,2000-059,00059,0127153548-0127154033,2000-059T13:08:42,2000-059T13:16:47,27,4,6,0,table5,OPN_059c_KF,2x3 mosaic,opnav.txt,opn_059c_kf.gif,,
,,DailyGlobal_060,2000-060,00059,0127200426-0127201356,2000-060T02:10:00,2000-060T02:25:30,18,4,16,0,table5,DailyGlobal_060,4x4 mosaic,,dailyglobal_060.gif,,
,,MSI_StarCal_060,2000-060,00059,0127204206-0127204212,2000-060T03:13:00,2000-060T03:13:06,29,0,4,0,lossless,MSI_StarCal_060,point 90 deg off-nadir for temp vs pointing ,,,,
,,OPN_060a_H,2000-060,00059,0127210236-0127210784,2000-060T04:53:30,2000-060T05:02:38,27,4,9,0,table5,OPN_060a_H,3x3 mosaic,opnav.txt,opn_060a_h.gif,,
,,OPN_060b_H,2000-060,00059,0127227036-0127227584,2000-060T09:33:30,2000-060T09:42:38,27,4,9,0,table5,OPN_060b_H,3x3 mosaic,opnav.txt,opn_060b_h.gif,,
,,MSI_MSRot_4,2000-060,00059,0127229226-0127233288,2000-060T10:10:00,2000-060T11:17:42,"22,21","1,2,3,4,5,6,7",49,56,none,MSI_MSRot_4,2x2 mosaic every 72 deg for 1.1 rotations,globalmovies.txt,msi_msrot_4.gif,,
,,OPN_060d_H,2000-060,00059,0127275036-0127275584,2000-060T22:53:30,2000-060T23:02:38,27,4,9,0,table5,OPN_060d_H,3x3 mosaic,opnav.txt,opn_060d_h.gif,,
,,OPN_061a_H,2000-061,00059,0127301136-0127301684,2000-061T06:08:30,2000-061T06:17:38,27,4,9,0,table5,OPN_061a_H,3x3 mosaic,opnav.txt,opn_061a_h.gif,,
,,MSI_StarCal_061,2000-061,00059,0127317606-0127317612,2000-061T10:43:00,2000-061T10:43:06,29,0,4,0,lossless,MSI_StarCal_061,point 90 deg off-nadir for temp vs pointing ,,,,
,,DailyGlobal_061,2000-061,00059,0127321026-0127321956,2000-061T11:40:00,2000-061T11:55:30,18,4,16,0,table5,DailyGlobal_061,4x4 mosaic,,dailyglobal_061.gif,,
234 km,50.5,OPN_061b_H,2000-061,00059,0127323636-0127324184,2000-061T12:23:30,2000-061T12:32:38,27,4,9,0,table5,OPN_061b_H,3x3 mosaic,opnav.txt,opn_061b_h.gif,,
,,OPN_061c_H,2000-061,00059,0127342836-0127343384,2000-061T17:43:30,2000-061T17:52:38,27,4,9,0,table5,OPN_061c_H,3x3 mosaic,opnav.txt,opn_061c_h.gif,,
,,OPN_062a_KL1,2000-061,00059,0127363236-0127363918,2000-061T23:23:30,2000-061T23:34:52,27,4,12,0,table5,OPN_062a_KL1,3x3 mosaic,opnav.txt,opn_062a_kl1.gif,,
